date,open,high,low,close,volume
1780452000,105591.4,1875.0,1865.0,1870.0,336
1780455600,105591.4,1875.0,1865.0,1870.0,336
1780459200,105591.4,1875.0,1865.0,1870.0,336
1780462800,105591.4,1875.0,1865.0,1870.0,336
1780466400,110289.98,1985.0,1975.0,1980.0,629
1780470000,110289.98,1985.0,1975.0,1980.0,629
1780473600,110289.98,1985.0,1975.0,1980.0,629
1780477200,110289.98,1985.0,1975.0,1980.0,629
1780480800,110289.98,1985.0,1975.0,1980.0,629
1780484400,177948.02,1875.0,1865.0,1870.0,349
1780488000,177948.02,1875.0,1865.0,1870.0,355
1780491600,177948.02,1875.0,1865.0,1870.0,356
1780495200,177948.02,1875.0,1865.0,1870.0,356
1780498800,177948.02,1875.0,1865.0,1870.0,356
1780502400,177948.02,1875.0,1865.0,1870.0,356
1780506000,177948.02,1875.0,1865.0,1870.0,356
1780509600,177948.02,1875.0,1865.0,1870.0,356
1780513200,177948.02,1875.0,1865.0,1870.0,356
1780516800,177948.02,1875.0,1865.0,1870.0,356
1780520400,177948.02,1875.0,1865.0,1870.0,356
